NaN,1.356,1.354,1.352,1.35,1.348,1.346,1.344,1.342,1.34,1.338,1.336,1.334,1.332,1.33,1.328,1.326,1.324,1.322,1.32,1.318,1.316,1.314,1.312,1.31,1.308,1.306,1.304,1.302,1.3,1.298,1.296,1.294,1.292,1.29,1.288,1.286,1.284,1.282,1.28,1.278,1.276,1.274,1.272,1.27,1.268,1.266,1.264,1.262,1.26,1.258,1.256,1.254,1.252,1.25,1.248,1.246,1.244,1.242,1.24,1.238,1.236,1.234,1.232,1.23,1.228,1.226,1.224,1.222,1.22,1.218,1.216,1.214,1.212,1.21,1.208,1.206,1.204,1.202,1.2,1.198,1.196,1.194,1.192,1.19,1.188,1.186,1.184,1.182,1.18,1.178,1.176,1.174,1.172,1.17,1.168,1.166,1.164,1.162,1.16,1.158,1.156,1.154,1.152,1.15,1.148,1.146,1.144,1.142,1.14,1.138,1.136,1.134,1.132,1.13,1.128,1.126,1.124,1.122,1.12,1.118,1.116,1.114,1.112,1.11,1.108,1.106,1.104,1.102,1.1,1.098,1.096,1.094,1.092,1.09,1.088,1.086,1.084,1.082,1.08,1.078,1.076,1.074,1.072,1.07,1.068,1.066,1.064,1.062,1.06,1.058,1.056,1.054,1.052,1.05,1.048
-9.9376e-12,-0.00044957,-0.00044593,-0.0004423,-0.00043868,-0.00043506,-0.00043144,-0.00038994,-0.00030713,-0.00022432,-0.00014151,-5.8682e-05,2.4151e-05,0.00018101,0.00037358,0.00056616,0.00075874,0.00095134,0.001144,0.0012822,0.001415,0.0015477,0.0016805,0.0018133,0.0018636,0.0015361,0.0012085,0.00088099,0.00055343,0.00022585,5.2222e-05,3.8279e-05,2.4324e-05,1.0359e-05,-3.6186e-06,-1.7607e-05,8.6527e-06,4.2331e-05,7.6009e-05,0.00010969,0.00014336,0.00015587,0.00010176,4.7647e-05,-6.4707e-06,-6.0595e-05,-0.00011472,-0.00014659,-0.0001681,-0.00018961,-0.00021112,-0.00023262,-0.00022724,-9.1314e-05,4.4609e-05,0.00018053,0.00031646,0.00045239,0.00046805,0.00043373,0.0003994,0.00036506,0.00033073,0.00030784,0.00031283,0.00031783,0.00032283,0.00032783,0.00033284,0.00041478,0.00050287,0.00059096,0.00067906,0.00076715,0.00078907,0.00076911,0.00074916,0.0007292,0.00070925,0.00068089,0.00063705,0.00059322,0.00054939,0.00050556,0.00049137,0.00065244,0.00081352,0.00097461,0.0011357,0.0012968,0.0013717,0.001446,0.0015202,0.0015945,0.0016687,0.0016019,0.0015188,0.0014356,0.0013524,0.0012692,0.0012545,0.0012512,0.001248,0.0012448,0.0012416,0.0013773,0.0015333,0.0016892,0.0018452,0.0020012,0.0020695,0.002133,0.0021966,0.0022601,0.0023052,0.002144,0.0019828,0.0018217,0.0016606,0.0015908,0.0017611,0.0019315,0.0021019,0.0022722,0.002458,0.0026574,0.0028568,0.0030562,0.0032556,0.0033098,0.0033367,0.0033635,0.0033904,0.0034183,0.0034504,0.0034825,0.0035146,0.0035467,0.0036332,0.0037493,0.0038654,0.0039815,0.0040937,0.004183,0.0042723,0.0043616,0.0044509,0.0047292,0.0050893,0.0054494,0.0058095,0.0061707,0.0065344,0.0068981,0.0072618,0.0076255
-9.2034e-12,-0.0005923,-0.00057094,-0.0005496,-0.00052825,-0.00050691,-0.00048558,-0.00042451,-0.00032012,-0.00021572,-0.00011131,-6.8895e-06,9.7542e-05,0.00028716,0.00051787,0.00074859,0.00097933,0.0012101,0.0014408,0.0015854,0.0017212,0.001857,0.0019928,0.0021286,0.0021695,0.0017756,0.0013816,0.00098761,0.0005936,0.00019957,-9.5864e-06,-2.6996e-05,-4.442e-05,-6.186e-05,-7.9315e-05,-9.6786e-05,-6.1232e-05,-1.5905e-05,2.942e-05,7.4744e-05,0.00012007,0.000138,6.9748e-05,1.492e-06,-6.6772e-05,-0.00013504,-0.00020332,-0.00022352,-0.00022138,-0.00021924,-0.00021709,-0.00021493,-0.00018777,-3.9188e-05,0.0001094,0.00025798,0.00040657,0.00055516,0.00056714,0.00052233,0.00047751,0.00043269,0.00038787,0.00036166,0.0003808,0.00039996,0.00041911,0.00043827,0.00045743,0.00054928,0.00064694,0.00074461,0.00084227,0.00093993,0.00096032,0.0009318,0.00090329,0.00087477,0.00084626,0.00081935,0.00079543,0.00077152,0.0007476,0.0007237,0.00073085,0.00092176,0.0011127,0.0013036,0.0014945,0.0016854,0.0017638,0.0018412,0.0019186,0.0019961,0.0020735,0.0020002,0.0019093,0.0018183,0.0017274,0.0016365,0.0016371,0.0016532,0.0016692,0.0016852,0.0017013,0.0018639,0.0020478,0.0022318,0.0024157,0.0025996,0.0026728,0.00274,0.0028072,0.0028744,0.0029227,0.0027601,0.0025975,0.0024349,0.0022723,0.00221,0.0024114,0.0026128,0.0028143,0.0030157,0.003231,0.0034586,0.0036862,0.0039138,0.0041414,0.0042082,0.0042447,0.0042812,0.0043177,0.0043573,0.0044081,0.004459,0.0045099,0.0045608,0.0046676,0.0048047,0.0049417,0.0050788,0.0052129,0.0053292,0.0054455,0.0055618,0.005678,0.0060161,0.0064499,0.0068836,0.0073174,0.0077443,0.0081563,0.0085683,0.0089803,0.0093923
-8.5234e-12,-0.00073503,-0.00069596,-0.00065689,-0.00061783,-0.00057877,-0.00053973,-0.00045909,-0.00033311,-0.00020712,-8.1115e-05,4.4903e-05,0.00017093,0.0003933,0.00066216,0.00093103,0.0011999,0.0014688,0.0017377,0.0018886,0.0020274,0.0021662,0.0023051,0.0024439,0.0024755,0.0020151,0.0015547,0.0010942,0.00063377,0.00017329,-7.1394e-05,-9.227e-05,-0.00011316,-0.00013408,-0.00015501,-0.00017596,-0.00013112,-7.4141e-05,-1.7168e-05,3.9803e-05,9.6772e-05,0.00012013,3.7737e-05,-4.4663e-05,-0.00012707,-0.00020949,-0.00029192,-0.00030046,-0.00027466,-0.00024887,-0.00022306,-0.00019725,-0.00014831,1.2938e-05,0.00017419,0.00033544,0.00049669,0.00065794,0.00066623,0.00061093,0.00055562,0.00050031,0.000445,0.00041547,0.00044877,0.00048208,0.00051539,0.0005487,0.00058202,0.00068378,0.00079101,0.00089825,0.0010055,0.0011127,0.0011316,0.0010945,0.0010574,0.0010203,0.00098327,0.00095782,0.00095382,0.00094982,0.00094582,0.00094183,0.00097034,0.0011911,0.0014118,0.0016326,0.0018533,0.0020741,0.0021558,0.0022364,0.0023171,0.0023977,0.0024783,0.0023984,0.0022997,0.0022011,0.0021025,0.0020039,0.0020198,0.0020551,0.0020904,0.0021257,0.002161,0.0023505,0.0025624,0.0027743,0.0029862,0.0031981,0.0032762,0.003347,0.0034179,0.0034887,0.0035402,0.0033761,0.0032121,0.003048,0.002884,0.0028292,0.0030617,0.0032942,0.0035267,0.0037592,0.004004,0.0042598,0.0045156,0.0047714,0.0050273,0.0051066,0.0051528,0.0051989,0.005245,0.0052962,0.0053659,0.0054356,0.0055053,0.005575,0.0057019,0.00586,0.0060181,0.0061761,0.0063321,0.0064754,0.0066187,0.0067619,0.0069052,0.0073029,0.0078104,0.0083178,0.0088253,0.0093179,0.0097782,0.010238,0.010699,0.011159
-7.8937e-12,-0.0008192,-0.00076822,-0.00071724,-0.00066627,-0.00061531,-0.00056435,-0.00047228,-0.00033539,-0.00019848,-6.156e-05,7.5372e-05,0.00021232,0.0004504,0.00073729,0.0010242,0.0013111,0.001598,0.001885,0.0020346,0.0021703,0.002306,0.0024417,0.0025774,0.002599,0.0020972,0.0015955,0.0010937,0.00059185,9.0016e-05,-0.00017468,-0.00019343,-0.0002122,-0.000231,-0.00024981,-0.00026864,-0.00021238,-0.00014228,-7.2188e-05,-2.0964e-06,6.7993e-05,9.8977e-05,6.9278e-06,-8.5131e-05,-0.0001772,-0.00026928,-0.00036136,-0.00035973,-0.00031455,-0.00026937,-0.00022419,-0.00017899,-0.00011292,5.4537e-05,0.00022199,0.00038945,0.00055691,0.00072437,0.00072825,0.00066414,0.00060002,0.0005359,0.00047177,0.00043937,0.00048425,0.00052914,0.00057404,0.00061893,0.00066383,0.00077094,0.00088302,0.00099511,0.0011072,0.0012193,0.0012356,0.0011914,0.0011472,0.001103,0.0010588,0.0010346,0.001047,0.0010594,0.0010718,0.0010842,0.0011296,0.0013696,0.0016097,0.0018498,0.0020899,0.0023299,0.0024079,0.0024846,0.0025614,0.0026381,0.0027148,0.0026328,0.0025324,0.002432,0.0023316,0.0022312,0.0022604,0.0023115,0.0023625,0.0024136,0.0024647,0.0026677,0.0028928,0.0031179,0.0033429,0.003568,0.0036464,0.0037168,0.0037871,0.0038575,0.0039089,0.0037484,0.003588,0.0034275,0.0032671,0.0032205,0.0034732,0.003726,0.0039787,0.0042314,0.0044917,0.0047588,0.0050258,0.0052929,0.0055599,0.0056464,0.0056988,0.0057512,0.0058036,0.0058626,0.0059462,0.0060298,0.0061134,0.006197,0.0063362,0.0065055,0.0066748,0.0068441,0.007012,0.0071713,0.0073306,0.0074899,0.0076492,0.0080739,0.0086132,0.0091526,0.0096918,0.010214,0.010697,0.01118,0.011664,0.012147
-7.3105e-12,-0.00062596,-0.00059058,-0.0005552,-0.00051983,-0.00048446,-0.0004491,-0.00038413,-0.0002869,-0.00018966,-9.2423e-05,4.8193e-06,0.00010206,0.00027511,0.00048473,0.00069434,0.00090396,0.0011136,0.0013232,0.0014363,0.0015396,0.0016428,0.0017461,0.0018494,0.0018582,0.0014339,0.0010096,0.00058529,0.00016099,-0.00026332,-0.0004745,-0.00046463,-0.00045478,-0.00044492,-0.00043508,-0.00042524,-0.00034755,-0.00025735,-0.00016716,-7.6963e-05,1.3233e-05,6.227e-05,-1.8188e-05,-9.865e-05,-0.00017911,-0.00025958,-0.00034005,-0.00033532,-0.000291,-0.00024667,-0.00020235,-0.00015802,-9.6824e-05,4.6258e-05,0.00018934,0.00033242,0.0004755,0.00061858,0.00061468,0.00054969,0.00048469,0.00041969,0.0003547,0.0003215,0.00036579,0.00041009,0.00045438,0.00049868,0.00054298,0.00063382,0.00072837,0.00082293,0.00091749,0.001012,0.0010214,0.00097692,0.00093241,0.0008879,0.0008434,0.00081884,0.00083107,0.0008433,0.00085554,0.00086777,0.00090856,0.0011182,0.0013278,0.0015374,0.0017471,0.0019567,0.0019971,0.0020363,0.0020754,0.0021146,0.0021537,0.0020914,0.0020173,0.0019433,0.0018692,0.0017951,0.0018276,0.001878,0.0019284,0.0019788,0.0020293,0.0021825,0.0023507,0.0025188,0.002687,0.0028552,0.0029118,0.0029623,0.0030129,0.0030634,0.0030988,0.0029659,0.0028329,0.0027,0.002567,0.0025318,0.0027536,0.0029753,0.0031971,0.0034188,0.0036279,0.0038258,0.0040237,0.0042216,0.0044195,0.0044868,0.0045296,0.0045723,0.004615,0.0046645,0.0047388,0.0048131,0.0048874,0.0049617,0.0050749,0.0052092,0.0053435,0.0054778,0.0056105,0.0057338,0.0058571,0.0059804,0.0061037,0.0064013,0.0067741,0.007147,0.0075197,0.0078971,0.0082843,0.0086716,0.0090588,0.009446
-6.7704e-12,-0.00043271,-0.00041293,-0.00039316,-0.00037339,-0.00035361,-0.00033384,-0.00029598,-0.00023841,-0.00018084,-0.00012328,-6.5734e-05,-8.1897e-06,9.982e-05,0.00023217,0.0003645,0.00049682,0.00062913,0.00076143,0.00083797,0.00090884,0.00097969,0.0010505,0.0011214,0.0011174,0.00077054,0.00042372,7.6915e-05,-0.00026988,-0.00061666,-0.00077432,-0.00073583,-0.00069735,-0.00065885,-0.00062035,-0.00058184,-0.00048272,-0.00037243,-0.00026213,-0.00015183,-4.1527e-05,2.5564e-05,-4.3305e-05,-0.00011217,-0.00018103,-0.00024989,-0.00031875,-0.0003109,-0.00026744,-0.00022397,-0.00018051,-0.00013704,-8.073e-05,3.798e-05,0.00015669,0.00027539,0.00039409,0.00051279,0.00050111,0.00043523,0.00036936,0.00030349,0.00023762,0.00020363,0.00024733,0.00029103,0.00033473,0.00037843,0.00042212,0.00049669,0.00057373,0.00065076,0.00072778,0.00080481,0.00080721,0.00076239,0.00071758,0.00067276,0.00062794,0.00060312,0.00061518,0.00062723,0.00063928,0.00065132,0.00068754,0.00086673,0.0010459,0.0012251,0.0014043,0.0015834,0.0015864,0.0015879,0.0015895,0.001591,0.0015926,0.00155,0.0015023,0.0014545,0.0014068,0.0013591,0.0013948,0.0014445,0.0014943,0.0015441,0.0015938,0.0016973,0.0018086,0.0019198,0.0020311,0.0021423,0.0021772,0.0022079,0.0022386,0.0022693,0.0022888,0.0021833,0.0020779,0.0019724,0.001867,0.0018432,0.0020339,0.0022247,0.0024154,0.0026062,0.0027642,0.0028929,0.0030216,0.0031503,0.0032791,0.0033273,0.0033604,0.0033934,0.0034265,0.0034664,0.0035314,0.0035964,0.0036613,0.0037263,0.0038136,0.0039129,0.0040122,0.0041115,0.0042091,0.0042964,0.0043837,0.004471,0.0045582,0.0047287,0.004935,0.0051413,0.0053477,0.0055806,0.0058717,0.0061628,0.0064538,0.0067449
-6.2702e-12,-0.00023946,-0.00023529,-0.00023112,-0.00022694,-0.00022277,-0.00021859,-0.00020783,-0.00018992,-0.00017202,-0.00015415,-0.00013629,-0.00011844,-7.5471e-05,-2.0394e-05,3.4658e-05,8.9683e-05,0.00014468,0.00019966,0.00023966,0.00027811,0.00031655,0.00035496,0.00039335,0.00037657,0.0001072,-0.00016215,-0.00043146,-0.00070074,-0.00096999,-0.0010741,-0.001007,-0.00093992,-0.00087278,-0.00080562,-0.00073844,-0.00061789,-0.0004875,-0.0003571,-0.0002267,-9.6287e-05,-1.1143e-05,-6.8421e-05,-0.00012569,-0.00018295,-0.0002402,-0.00029744,-0.00028649,-0.00024388,-0.00020127,-0.00015867,-0.00011607,-6.4637e-05,2.9701e-05,0.00012403,0.00021836,0.00031268,0.000407,0.00038754,0.00032078,0.00025403,0.00018728,0.00012054,8.5762e-05,0.00012887,0.00017197,0.00021508,0.00025817,0.00030127,0.00035957,0.00041908,0.00047858,0.00053808,0.00059758,0.000593,0.00054787,0.00050274,0.00045762,0.00041249,0.00038741,0.00039928,0.00041115,0.00042301,0.00043487,0.00046653,0.00061527,0.00076401,0.00091274,0.0010615,0.0012102,0.0011756,0.0011396,0.0011035,0.0010675,0.0010315,0.0010086,0.0009872,0.00096582,0.00094444,0.00092307,0.000962,0.0010111,0.0010602,0.0011093,0.0011584,0.0012121,0.0012664,0.0013208,0.0013752,0.0014295,0.0014426,0.0014535,0.0014643,0.0014752,0.0014787,0.0014008,0.0013228,0.0012449,0.0011669,0.0011545,0.0013143,0.001474,0.0016338,0.0017936,0.0019004,0.00196,0.0020195,0.0020791,0.0021386,0.0021678,0.0021912,0.0022146,0.002238,0.0022683,0.002324,0.0023796,0.0024353,0.002491,0.0025523,0.0026166,0.0026809,0.0027452,0.0028077,0.002859,0.0029102,0.0029615,0.0030128,0.0030561,0.0030959,0.0031357,0.0031756,0.0032641,0.0034591,0.003654,0.0038488,0.0040437
-5.8069e-12,-0.0001362,-0.00013914,-0.00014208,-0.00014501,-0.00014794,-0.00015086,-0.00015711,-0.00016701,-0.00017693,-0.00018687,-0.00019683,-0.00020682,-0.00021028,-0.00021062,-0.00021099,-0.0002114,-0.00021183,-0.0002123,-0.00020102,-0.00018856,-0.00017614,-0.00016374,-0.00015138,-0.00017885,-0.0003887,-0.0005985,-0.00080827,-0.001018,-0.0012277,-0.0012901,-0.0011998,-0.0011095,-0.0010191,-0.00092875,-0.00083835,-0.00070578,-0.00056545,-0.00042511,-0.00028476,-0.0001444,-4.9027e-05,-9.5182e-05,-0.00014132,-0.00018745,-0.00023357,-0.00027968,-0.00026685,-0.00022666,-0.00018648,-0.0001463,-0.00010613,-5.968e-05,1.7294e-05,9.4261e-05,0.00017122,0.00024817,0.00032512,0.00030156,0.00023622,0.00017089,0.00010555,4.0224e-05,5.7108e-06,4.6265e-05,8.6815e-05,0.00012736,0.0001679,0.00020844,0.00025417,0.00030031,0.00034645,0.00039258,0.00043871,0.00042961,0.00038557,0.00034153,0.00029749,0.00025345,0.00022904,0.00024083,0.00025262,0.00026439,0.00027617,0.00030425,0.00042879,0.00055332,0.00067784,0.00080235,0.00092684,0.00086832,0.00080839,0.00074845,0.00068851,0.00062857,0.00061807,0.00061333,0.00060859,0.00060386,0.00059913,0.00063963,0.00068775,0.00073587,0.00078398,0.00083208,0.0008531,0.00087017,0.00088722,0.00090426,0.00092128,0.00091734,0.00091225,0.00090715,0.00090205,0.00089217,0.00082912,0.00076607,0.00070302,0.00063997,0.0006324,0.00077066,0.00090891,0.0010472,0.0011854,0.0012586,0.0012737,0.0012889,0.001304,0.0013191,0.0013352,0.0013516,0.001368,0.0013844,0.0014071,0.0014534,0.0014996,0.0015459,0.0015921,0.0016339,0.0016734,0.0017128,0.0017522,0.0017896,0.0018148,0.0018401,0.0018653,0.0018905,0.0018563,0.0017964,0.0017365,0.0016765,0.0016781,0.0018138,0.0019495,0.0020851,0.0022207
-5.3779e-12,-0.00015413,-0.00015274,-0.00015135,-0.00014996,-0.00014856,-0.00014716,-0.00015682,-0.00017856,-0.00020032,-0.0002221,-0.0002439,-0.00026572,-0.00029057,-0.0003169,-0.00034325,-0.00036964,-0.00039605,-0.0004225,-0.00042938,-0.0004343,-0.00043925,-0.00044423,-0.00044923,-0.00048461,-0.00065907,-0.00083349,-0.0010079,-0.0011822,-0.0013565,-0.0013931,-0.0012869,-0.0011807,-0.0010745,-0.00096819,-0.00086189,-0.00073,-0.0005934,-0.0004568,-0.00032019,-0.00018357,-8.8496e-05,-0.00012416,-0.00015981,-0.00019545,-0.00023108,-0.00026669,-0.00025364,-0.00021798,-0.00018233,-0.00014669,-0.00011106,-6.9721e-05,-6.7356e-07,6.8368e-05,0.0001374,0.00020643,0.00027546,0.00025275,0.00019191,0.00013108,7.0252e-05,9.4248e-06,-2.3409e-05,1.1951e-05,4.7306e-05,8.2658e-05,0.00011801,0.00015335,0.0001915,0.00022988,0.00026825,0.00030661,0.00034497,0.00033468,0.00029361,0.00025253,0.00021146,0.00017038,0.00014791,0.00015975,0.00017158,0.00018341,0.00019524,0.00022107,0.0003298,0.00043852,0.00054723,0.00065593,0.00076462,0.00070051,0.00063506,0.0005696,0.00050414,0.00043868,0.00043081,0.00042964,0.00042847,0.00042731,0.00042615,0.00046598,0.00051271,0.00055943,0.00060615,0.00065286,0.00066416,0.00067029,0.00067642,0.00068253,0.00068862,0.00067395,0.00065814,0.00064232,0.0006265,0.00060661,0.00054151,0.0004764,0.0004113,0.00034619,0.00033471,0.00046418,0.00059365,0.0007231,0.00085255,0.00091572,0.00091973,0.00092372,0.0009277,0.00093167,0.00094315,0.00095604,0.00096892,0.0009818,0.00099978,0.0010365,0.0010731,0.0011098,0.0011465,0.0011776,0.0012057,0.0012338,0.0012618,0.0012877,0.0013003,0.001313,0.0013256,0.0013383,0.0012933,0.0012236,0.0011538,0.0010839,0.0010758,0.001202,0.0013281,0.0014543,0.0015804
